;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
76;414015-provision-muebles-escolares-1;414015-provision-muebles-escolares-1;414015-provision-muebles-escolares-1;;;414015;Provisión de muebles escolares;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Tebicuarymi / Municipalidades;ADJ;Adjudicada;2022-05-04 07:00:00;tradicional;2022-12-31 00:00:00;2022-04-27 07:51:58;
77;414068-combustible-lubricantes-1;;;;;414068;ADQUISICIÓN DE COMBUSTIBLES PARA USO DE LA ADMINISTRACIÓN MUNICIPAL;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
78;414073-combustible-lubricantes-1;;;;;414073;Combustible y lubricantes;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
79;414087-adquisicion-pinturas-1;414087-adquisicion-pinturas-1;414087-adquisicion-pinturas-1;;;414087;ADQUISICION DE PINTURAS;CD - Contratación Directa;16 - Productos quimicos;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2022-05-19 10:00:00;tradicional;2022-12-31 00:00:00;2022-05-13 15:30:43;
80;414187-adquisicion-activos-intangibles-1;;;;;414187;Adquisición de Activos Intangibles;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
81;414188-adquisicion-equipos-oficina-computacion-1;;;;;414188;Adquisición de Equipos de Oficina y computación;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
82;414196-adquisicion-activos-intangibles-1;;;;;414196;Adquisición de Activos Intangibles;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
83;414197-adquisicion-motobomba-1;;;;;414197;Adquisición de Motobomba;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
84;414198-adquisicion-tanque-agua-1;;;;;414198;Adquisición de Tanque de Agua;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
85;414201-construccion-tinglado-1;;;;;414201;Construcción de Tinglado;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
86;414202-mantenimiento-reparacion-predio-municipal-1;;;;;414202;Mantenimiento y Reparación del Predio Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
87;414204-mantenimiento-vias-comunicacion-1;;;;;414204;Mantenimiento de vías de Comunicación;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
88;414223-elaboracion-censo-catastral-1;;;;;414223;Elaboración de Censo Catastral;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
89;414225-adquisicion-semillas-consumo-hortalizas-1;;;;;414225;Adquisición de Semillas de Consumo y Hortalizas;CO - Concurso de Ofertas;19 - Bienes e insumos agropecuario y forestal;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
90;414234-relevamiento-campo-actualizacion-informacion-catastral-1;;;;;414234;Relevamiento de Campo para Actualización de Información Catastral;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
91;414266-refaccion-reparacion-sede-municipal-1;;;;;414266;REFACCION Y REPARACION DE SEDE MUNICIPAL;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
92;414359-adquisicion-equipos-oficina-computacion-1;;;;;414359;Adquisición de equipos de oficina y computación;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
93;414514-refaccion-sede-municipal-1;;;;;414514;Refacción de la Sede Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
94;414667-construccion-banos-sexados-alumnos-profesores-colegio-nacional-san-juan-1;;;;;414667;Construccion de Baños Sexados para alumnos y profesores en el Colegio Nacional San Juan;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
95;414676-adquisicion-equipos-1;414676-adquisicion-equipos-ad-referendum-1;414676-adquisicion-equipos-ad-referendum-1;;;414676;ADQUISICIÓN DE EQUIPOS - AD REFERENDUM;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2022-12-19 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-12 11:43:13;
96;414705-construccion-bano-sexado-tipo-4-40-m-x-6-15-m-c-techo-tejas-p-alumnos-profesores-esc-1;414705-construccion-bano-sexado-tipo-4-40-m-x-6-15-m-c-techo-tejas-p-alumnos-profesores-esc-1;;;;414705;Construccion de Baño sexado tipo 4.40 m x 6.15 m c/ techo de Tejas p/ Alumnos y Profesores en la Esc. Bas. 443 Mayor Julio D. Otaño;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;EVAL;En Evaluacion (Cerrada);2022-08-16 09:00:00;tradicional;2022-12-31 00:00:00;2022-08-06 10:14:38;
97;414723-otros-gastos-inversion-reparaciones-mayores-1;;;;;414723;Otros Gastos de Inversion y Reparaciones Mayores;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
98;414952-adquisicion-maquinarias-1;;;;;414952;Adquisicion de Maquinarias;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
99;415067-construccion-pista-uso-multiple-1;415067-construccion-pista-uso-multiple-1;415067-construccion-pista-uso-multiple-1;;;415067;CONSTRUCCION DE PISTA DE USO MULTIPLE;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tebicuarymi / Municipalidades;ADJ;Adjudicada;2022-06-20 07:00:00;tradicional;2022-12-31 00:00:00;2022-06-10 11:52:14;
100;415140-servicios-tecnicos-funcionamiento-planta-asfaltica-ad-referendum-plurianual-2023-202-1;;;;;415140;SERVICIOS TECNICOS PARA EL FUNCIONAMIENTO DE LA PLANTA ASFALTICA - AD REFERENDUM - PLURIANUAL 2023 - 2024.-;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Municipalidad de Luque / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
101;415141-adquisicion-insumos-uso-planta-asfaltica-ad-referendum-plurianual-2023-2024-1;415141-licitacion-publica-nacional-n-05-2022-id-n-415141-adquisicion-insumos-funcionamiento-1;;;;415141;LICITACIÓN PUBLICA NACIONAL N° 05/2022 CON ID N° 415141 - ADQUISICION DE INSUMOS PARA EL FUNCIONAMIENTO DE LA PLANTA ASFALTICA - CONTRATO ABIERTO - AD REFERENDUM - PLURIANUAL - 2023 - 2024;LPN - Licitación Pública Nacional;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Luque / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-01-06 09:15:00;tradicional;2022-12-31 00:00:00;2022-11-30 15:29:50;
102;415144-construcciones-mantemiento-espacios-publicos-ciudad-luque-2023-1;;;;;415144;CONSTRUCCIONES VARIAS Y MANTEMIENTO DE ESPACIOS PUBLICOS PARA LA CIUDAD DE LUQUE 2023;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Luque / Municipalidades;PLAN;Planificada;;tradicional;2023-08-31 00:00:00;;
103;415165-adquisicion-congelador-1;;;;;415165;Adquisición de un congelador;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
104;415269-adquisicion-muebles-enseres-1;;;;;415269;Adquisición de muebles y enseres;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
105;415359-terminacion-1-aula-reparacion-1-aula-colegio-nacional-frontera-kurusu-nu-1;415359-terminacion-reparacion-1-aula-colegio-nacional-frontera-kurusu-nu-1;;;;415359;Terminación y Reparación de 1 Aula en el Colegio Nacional Frontera Kurusu Ñu;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;CAN;Anulada o Cancelada;2022-10-04 10:00:00;tradicional;2022-12-31 00:00:00;2022-09-23 01:24:40;
106;415757-compra-dos-motocicletas-1;;;;;415757;Compra de dos motocicletas;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
107;415769-adquisicion-equipos-accesorios-informaticos-1;;;;;415769;ADQUISICION DE EQUIPOS Y ACCESORIOS INFORMATICOS;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
108;415800-adquisicion-combustible-lubricantes-1;;;;;415800;Adquisición de Combustible y Lubricantes;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
109;416824-contruccion-reparacion-aula-tipo-5-80-x-6-80-utilizando-viga-h-a-c-tejas-63-70-m2-es-1;;;;;416824;Contruccion y Reparacion de Aula tipo 5,80 x 6,80 en la Escuela Basica Santa Rosa;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
110;417010-reparacion-3-aulas-esc-basc-kurusu-nu-1;;;;;417010;Reparacion de 3 aulas en la Esc. Basc. Kurusu Ñu;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
111;417018-reparacion-3-aulas-esc-basc-4925-inmaculada-concepcion-1;;;;;417018;Reparación de 3 Aulas en la Esc. Basc. 4925 - Inmaculada Concepcion;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
112;417167-construccion-palacete-municipal-1;;;;;417167;Construcción de Palacete Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
113;417242-mantenimiento-y-o-reparacion-fotocopiadoras-1;;;;;417242;Mantenimiento y/o reparación de fotocopiadoras;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio Público - Fiscalía / Poder Judicial;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
114;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;;;417525;Construcción de Baños Sexados en Instituciones Educativas de la ciudad de Carapeguá;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Carapeguá / Municipalidades;ADJ;Adjudicada;2022-10-19 10:30:00;tradicional;2022-12-31 00:00:00;2022-10-12 09:11:56;
115;417556-cve-n-01-2023-servicio-tecnico-profesional-acelerador-lineal-incan-1;;;;;417556;"LPN Nº 13/2023 - ""SERVICIO TÉCNICO PROFESIONAL PARA EL ACELERADOR LINEAL DEL INCAN""";LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
116;417606-servicio-fumigacion-1;;;;;417606;Servicio de Fumigación ;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
117;417682-servicio-provision-almuerzo-escolar-modalidad-alimentos-ofrecidos-servicio-plato-ser-1;417682-servicio-provision-almuerzo-escolar-modalidad-alimentos-ofrecidos-servicio-plato-ser-1;;;;417682;Servicio de Provisión de Almuerzo Escolar en la Modalidad de Alimentos Ofrecidos por el Servicio de Plato Servido (CATERING) - Ad Referéndum Ejercicio 2023 - Plurianual Ejercicios 2023 - 2024;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Minga Guazú / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-19 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-14 19:06:22;
118;417734-adquisicion-muebles-1;;;;;417734;Adquisición de Muebles ;CO - Concurso de Ofertas;23 - Muebles y Enseres;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
119;417755-construccion-cercado-perimetral-fonacide-1;417755-construccion-cercado-perimetral-fonacide-1;417755-construccion-cercado-perimetral-fonacide-1;;;417755;CONSTRUCCION DE CERCADO PERIMETRAL - FONACIDE;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tebicuarymi / Municipalidades;ADJ;Adjudicada;2022-09-20 07:10:00;tradicional;2022-12-31 00:00:00;2022-09-13 15:17:52;
120;417771-servicio-impresion-fotocopiado-1;417771-lco-n-07-servicio-impresion-fotocopiado-1;417771-lco-n-07-servicio-impresion-fotocopiado-1;;;417771;"LCO N° 07 ""Servicio de Impresión y Fotocopiado""";CO - Concurso de Ofertas;7 - Servicios Técnicos;Ministerio del Ambiente y Desarrollo Sostenible / Poder Ejecutivo;ADJ;Adjudicada;2022-09-29 10:00:00;tradicional;2022-12-31 00:00:00;2022-09-02 15:01:48;
121;417942-tonner-tintas-osn-1;417942-tonner-tintas-osn-3,417942-tonner-tintas-osn-1;417942-tonner-tintas-osn-1;;;417942;Tonner y tintas para la OSN;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;2022-11-03 08:45:00;tradicional;2022-12-31 00:00:00;2022-10-24 14:50:05;
122;417987-estudio-impacto-ambiental-preliminar-proyecto-playa-municipal-san-cosme-damian-1;;;;;417987;ESTUDIO DE IMPACTO AMBIENTAL PRELIMINAR DEL PROYECTO PLAYA MUNICIPAL DE SAN COSME Y DAMIÁN;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de San Cosme y Damián / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
123;418272-provision-almuerzo-modalidad-alimentos-preparados-instituciones-educativas-cocinando-1;418272-licitacion-publica-nacional-n-01-2023-provision-almuerzo-modalidad-alimentos-prepara-1;;;;418272;"Licitación Pública Nacional N° 01/2023 ""Provisión de Almuerzo, Bajo la Modalidad de Alimentos Preparados en las Instituciones Educativas (Cocinando) - Ad Referendum - Plurianual 2.023 - 2.024""";LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Santa Rita / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-20 07:15:00;tradicional;2023-01-31 00:00:00;2022-12-21 15:30:03;
124;418303-remocion-reposicion-pavimento-tipo-empedrado-calles-ciudad-asuncion-modalidad-contra-1;;;;;418303;REMOCIÓN Y REPOSICIÓN DE PAVIMENTO TIPO EMPEDRADO EN VARIAS CALLES DE LA CIUDAD DE ASUNCIÓN, BAJO LA MODALIDAD DE CONTRATO ABIERTO - AD REFERENDUM;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
